Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,km,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,SUV,21023.0,Manual,1,Mahindra,Mahindra XUV300,16.0,Red,3.0,Unknown,Yes,3995.0,1821.0,1627.0,2600.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,330.5426463565153,16.82,DOHC,Unknown,5.3,Chennai,11.03
Comprehensive,Diesel,1364 cc,2018.0,Diesel,Sedan,43000.0,Manual,1,Toyota,Toyota Corolla Altis,16.0,White,4.0,CRDi,Yes,4620.0,1775.0,1475.0,2700.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,470.0,21.43,DOHC,No,5.4,Chennai,14.9
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Sedan,110505.0,Automatic,1,Maruti,Maruti Swift Dzire,16.0,Silver,4.0,CRDI,Yes,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,28.4,DOHC,No,4.8,Chennai,6.27
Third Party insurance,Petrol,1591 cc,2018.0,Petrol,Sedan,78892.0,Manual,1,Hyundai,Hyundai Verna,16.0,Silver,4.0,MPFI,No,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,17.0,DOHC,No,8.934830342688649,Chennai,8.35
Third Party insurance,Diesel,1968 cc,2015.0,Diesel,Sedan,59000.0,Automatic,1,Audi,Audi A6,18.0,White,4.0,CRDI,Yes,4933.0,1874.0,1455.0,2912.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,530.0,18.53,DOHC,No,5.95,Chennai,20.9
Comprehensive,Petrol,1199 cc,2014.0,Petrol,Sedan,90058.0,Manual,1,Chevrolet,Chevrolet Sail,15.0,White,4.0,MPFi,No,4249.0,1690.0,1503.0,2465.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,370.0,18.2,DOHC,No,5.15,Chennai,3.5
Third Party insurance,Diesel,2967 cc,2015.0,Diesel,SUV,69000.0,Automatic,1,Audi,Audi Q5,18.0,White,6.0,CRDI,Yes,4629.0,2089.0,1655.0,2807.0,7 Speed ,AWD,5.0,Power,"tubeless,radial",5.0,540.0,13.22,DOHC,No,5.8,Chennai,21.0
Comprehensive,Diesel,1498 cc,2019.0,Diesel,SUV,67000.0,Manual,1,Honda,Honda WR-V,16.0,Red,4.0,CRDi,Yes,3999.0,1734.0,1601.0,2555.0,6 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,363.0,25.5,DOHC,No,5.3,Chennai,9.25
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Sedan,80000.0,Manual,1,Maruti,Maruti Ciaz,16.0,Others,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,28.09,DOHC,No,5.4,Chennai,8.5
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Sedan,80000.0,Manual,1,Maruti,Maruti Ciaz,16.0,Others,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,28.09,DOHC,No,5.4,Chennai,8.5
Comprehensive,Diesel,2967 cc,2020.0,Diesel,SUV,57000.0,Automatic,1,Audi,Audi Q7,19.0,White,4.0,CRDi,Yes,5052.0,2212.0,1740.0,2994.0,8 Speed,AWD,7.0,Power,"tubeless,radial",5.0,890.0,14.75,DOHC,No,6.2,Chennai,66.0
Comprehensive,Diesel,2393 cc,2018.0,Diesel,MUV,800000.0,Manual,1,Toyota,Toyota Innova Crysta,16.0,Black,7.0,Direct Injection,Yes,4735.0,1830.0,1795.0,2750.0,5 Speed,RWD,8.0,Power,"tubeless,radial",5.0,517.8051816363582,13.68,DOHC,No,5.4,Chennai,21.5
Comprehensive,Diesel,2143 cc,2018.0,Diesel,Sedan,5500000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,16.0,Blue,4.0,CRDi,Yes,4686.0,2020.0,1442.0,2840.0,9 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,19.27,DOHC,No,5.61,Chennai,36.0
Comprehensive,Diesel,2993 cc,2017.0,Diesel,Sedan,27000.0,Automatic,1,BMW,BMW 7 Series,19.0,White,6.0,CRDi,Yes,5219.0,2142.0,1481.0,3210.0,8 Speed,RWD,5.0,Power,"tubeless,radial",4.0,500.0,16.46,DOHC,No,6.25,Chennai,68.0
Comprehensive,Petrol,1198 cc,2018.0,Petrol,SUV,38334.0,Manual,1,Tata,Tata Nexon,17.0,Silver,3.0,MPFI,Yes,3994.0,1811.0,1607.0,2498.0,6 Speed,FWD,5.0,Power,"tubeless, radial",5.0,350.0,17.0,DOHC,No,5.1,Chennai,7.07
Third Party insurance,Petrol,999 cc,2019.0,Petrol,Hatchback,36992.0,Manual,1,Volkswagen,Volkswagen Polo,15.0,Red,3.0,MPI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Electronic,"tubeless,radial",5.0,280.0,17.74,DOHC,No,4.9,Chennai,6.8
Comprehensive,Diesel,2993 cc,2016.0,Diesel,SUV,50000.0,Automatic,2,BMW,BMW X3,18.0,Red,6.0,CRDi,Yes,4657.0,2089.0,1678.0,2810.0,8 Speed,4WD,5.0,Power,"tubeless,radial",5.0,485.0,16.55,DOHC,No,5.95,Chennai,37.5
Comprehensive,Diesel,1956 cc,2021.0,Diesel,SUV,34596.0,Automatic,1,Tata,Tata New Safari,18.0,Silver,4.0,Unknown,Yes,4661.0,1894.0,1786.0,2741.0,6-Speed,FWD,6.0,Power,"tubeless,radial",5.0,73.0,14.08,DOHC,Unknown,13.231811212757492,Chennai,20.39
Third Party insurance,Petrol,1198 cc,2019.0,Petrol,Hatchback,84564.0,Manual,1,Datsun,Datsun GO,15.0,White,3.0,Electronic Injection System,No,3788.0,1636.0,1507.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,265.0,19.02,DOHC,No,4.6,Chennai,4.01
Comprehensive,Diesel,2143 cc,2013.0,Diesel,Sedan,60001.0,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,18.0,Silver,4.0,CRDI,Yes,4879.0,1854.0,1474.0,2874.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,540.0,13.0,DOHC,No,5.3,Chennai,21.5
Zero Dep,Petrol,1086 cc,2018.0,Petrol,Hatchback,23462.0,Manual,1,Hyundai,Hyundai Santro,15.0,White,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,20.3,DOHC,No,1.590495501209034,Chennai,5.05
Third Party insurance,Petrol,999 cc,2022.0,Petrol,SUV,13000.0,Automatic,1,Volkswagen,Volkswagen Taigun,17.0,Red,3.0,TSI,Yes,4221.0,1760.0,1612.0,2651.0,6-Speed,Unknown,5.0,Electric,"tubeless,radial",5.0,385.0,18.41,Unknown,Unknown,5.05,Chennai,15.99
Comprehensive,Diesel,1498 cc,2019.0,Diesel,Sedan,54658.0,Automatic,1,Honda,Honda Amaze,16.0,Red,4.0,CRDi,Yes,3995.0,1695.0,1501.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,420.0,23.8,DOHC,No,4.9,Chennai,8.3
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,SUV,34164.0,Manual,1,Mahindra,Mahindra XUV300,16.0,Green,3.0,Unknown,Yes,3995.0,1821.0,1627.0,2600.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,330.5426463565153,16.82,DOHC,Unknown,5.3,Chennai,10.36
Third Party insurance,Petrol,1497 cc,2022.0,Petrol,SUV,10000.0,Manual,1,Kia,Kia Seltos,16.0,Gray,4.0,MPI,No,4315.0,1800.0,1645.0,2610.0,6-Speed iMT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.8,DOHC,Unknown,8.614012373969004,Chennai,15.95
Third Party insurance,Petrol,1368 cc,2010.0,Petrol,Hatchback,70000.0,Manual,3,Fiat,Fiat Punto,15.0,Red,4.0,MPFi,No,3987.0,1687.0,1495.0,2510.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,14.6,DOHC,No,5.0,Chennai,1.0
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,SUV,37000.0,Manual,1,Hyundai,Hyundai Venue,16.0,Blue,4.0,MPi,No,3995.0,1770.0,1605.0,2500.0,5-Speed,FWD,5.0,Electric,radial,5.0,350.0,17.52,Unknown,Unknown,4.6241043595744244,Chennai,8.25
Comprehensive,Diesel,2198 cc,2022.0,Diesel,SUV,20000.0,Automatic,1,Mahindra,Mahindra XUV700,18.0,Silver,4.0,CRDi,Yes,4695.0,1890.0,1755.0,2750.0,6-Speed,AWD,7.0,Power,"tubeless,radial",5.0,454.39320953305673,19.256888627353813,Unknown,Unknown,13.255947017899118,Chennai,29.0
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,53967.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,5.5
Comprehensive,Petrol,1197 cc,2011.0,Petrol,Hatchback,52700.0,Manual,1,Hyundai,Hyundai i10,13.0,Red,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.66941091031197,20.36,DOHC ,No,2.095131664346063,Chennai,2.99
Third Party insurance,Petrol,1198 cc,2018.0,Petrol,SUV,60000.0,Automatic,1,Tata,Tata Nexon,16.0,Others,3.0,MPFI,Yes,3994.0,1811.0,1607.0,2498.0,6 Speed,FWD,5.0,Power,"tubeless, radial",5.0,350.0,17.0,DOHC,No,5.1,Chennai,7.5
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,53967.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,5.5
Comprehensive,Petrol,1199 cc,2014.0,Petrol,Sedan,99225.0,Manual,2,Honda,Honda Amaze,16.0,TAFETA WHITE,4.0,MPFi,No,3995.0,1695.0,1498.0,2470.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,420.0,18.6,SOHC,No,4.7,Chennai,3.75
Third Party insurance,Petrol,1368 cc,2011.0,Petrol,Sedan,60000.0,Manual,2,Fiat,Fiat Linea,15.0,Silver,4.0,Unknown,Yes,4560.0,1730.0,1487.0,2603.0,Five Speed,FWD,5.0,Power,"tubeless,radial",4.0,478.7974253360819,16.0,DOHC,No,5.5,Chennai,2.65
Third Party insurance,Petrol,1199 cc,2020.0,Petrol,Hatchback,48220.0,Automatic,1,Honda,Honda Jazz,15.0,Red,4.0,Unknown,Unknown,3989.0,1694.0,1544.0,2530.0,7 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,354.0,17.1,SOHC,Unknown,5.1,Chennai,8.08
Third Party insurance,Petrol,1199 cc,2016.0,Petrol,Hatchback,72024.0,Manual,1,Honda,Honda Jazz,15.0,Red,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Chennai,5.42
Third Party insurance,Petrol,1198 cc,2016.0,Petrol,Sedan,80000.0,Automatic,1,Honda,Honda Amaze,15.0,Others,4.0,Unknown,No,3990.0,1680.0,1505.0,2405.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,400.0,15.5,SOHC,No,4.7,Chennai,5.29
Third Party insurance,Petrol,1199 cc,2017.0,Petrol,Hatchback,78735.0,Manual,1,Volkswagen,Volkswagen Polo,15.0,Black,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Chennai,6.84
Zero Dep,Diesel,1498 cc,2018.0,Diesel,SUV,72955.0,Manual,2,Ford,Ford Ecosport,16.0,Red,4.0,Direct Injection,Yes,3998.0,1765.0,1647.0,2519.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,23.0,SOHC,No,5.3,Chennai,8.13
Third Party insurance,Petrol,1373 cc,2015.0,Petrol,Sedan,40000.0,Automatic,1,Maruti,Maruti Ciaz,15.0,Others,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,4 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,19.12,DOHC,No,5.4,Chennai,6.5
Comprehensive,Petrol,1368 cc,2021.0,Petrol,SUV,14037.0,Manual,1,Jeep,Jeep Compass,17.0,Grey,4.0,Unknown,Unknown,4405.0,1818.0,1640.0,2636.0,6 Speed,2WD,5.0,Power,"tubeless,radial",5.0,408.90994212193505,14.3,DOHC,Unknown,9.302919758839295,Chennai,18.02
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,29000.0,Manual,1,Hyundai,Hyundai i20,16.0,Silver,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,285.0,18.6,DOHC,No,5.2,Chennai,7.45
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,69864.0,Manual,1,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,6.19
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Sedan,35739.0,Manual,1,Hyundai,Hyundai Xcent,14.0,Silver,4.0,MPFI,No,3995.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,4.0,407.0,20.14,DOHC,No,4.7,Chennai,6.5
Third Party insurance,Petrol,1199 cc,2016.0,Petrol,Hatchback,120000.0,Automatic,2,Honda,Honda Jazz,15.0,Others,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,19.0,SOHC,No,5.1,Chennai,5.0
Comprehensive,Diesel,1248 cc,2019.0,Diesel,MUV,18000.0,Manual,1,Maruti,Maruti Ertiga,16.0,Silver,4.0,CRDI,Yes,4296.0,1695.0,1685.0,2740.0,5 Speed,FWD,7.0,Power,"tubeless,radial",5.0,135.0,24.52,DOHC,No,5.2,Chennai,11.45
Comprehensive,Diesel,1956 cc,2019.0,Diesel,SUV,21000.0,Manual,1,Tata,Tata Harrier,17.0,Orange,4.0,Unknown,Yes,4598.0,1894.0,1706.0,2741.0,6-Speed,FWD,5.0,Power,"tubeless,radial",5.0,425.0,16.35,DOHC,Unknown,11.229743325395638,Chennai,16.0
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,70404.0,Manual,1,Maruti,Maruti Baleno,16.0,Grey,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,5.4
Comprehensive,Petrol,1598 cc,2015.0,Petrol,Sedan,63000.0,Manual,1,Volkswagen,Volkswagen Vento,15.0,Black,4.0,MPFI,No,4390.0,1699.0,1467.0,2553.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,494.0,16.09,DOHC,No,5.4,Chennai,6.75
Third Party insurance,Petrol,1198 cc,2017.0,Petrol,Sedan,88000.0,Manual,2,Volkswagen,Volkswagen Ameo,16.0,White,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,17.0,DOHC,No,4.46092099896498,Chennai,5.1
Comprehensive,Petrol,1497 cc,2017.0,Petrol,Sedan,65000.0,Manual,1,Honda,Honda City,16.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.4,SOHC,No,5.3,Chennai,8.3
Third Party insurance,Diesel,2179 cc,2017.0,Diesel,SUV,30000.0,Automatic,2,Land Rover,Land Rover Discovery Sport,18.0,Red,4.0,CRDi,No,4600.0,2173.0,1724.0,2741.0,9 Speed,4WD,7.0,Power,tubeless,5.0,280.0,12.51,DOHC,Yes,5.8,Chennai,39.0
Comprehensive,Petrol,1497 cc,2012.0,Petrol,Sedan,71423.0,Automatic,1,Honda,Honda City,15.0,Golden,4.0,EFI(Electronic Fuel Injection),No,4440.0,1695.0,1485.0,2550.0,5 Speed AT+ Paddle Shifters,FWD,5.0,Power,"tubeless,radial",4.0,506.0,15.6,SOHC,No,5.3,Chennai,5.1
Third Party insurance,Petrol,1462 cc,2019.0,Petrol,MUV,80000.0,Automatic,1,Maruti,Maruti XL6,15.0,Others,4.0,Unknown,Unknown,4445.0,1775.0,1700.0,2740.0,4-Speed,FWD,6.0,Power,"tubeless,radial",5.0,209.0,17.99,Unknown,Unknown,5.2,Chennai,12.0
Third Party insurance,Petrol,1497 cc,2017.0,Petrol,Sedan,85759.0,Manual,1,Honda,Honda City,15.0,Brown,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Chennai,7.66
Zero Dep,Petrol,1086 cc,2019.0,Petrol,Hatchback,24422.0,Manual,1,Hyundai,Hyundai Santro,15.0,Silver,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,20.3,DOHC,No,1.590495501209034,Chennai,4.49
Third Party insurance,Petrol,1591 cc,2017.0,Petrol,Sedan,90000.0,Manual,4,Hyundai,Hyundai Verna,16.0,White,4.0,MPFI,No,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,17.0,DOHC,No,8.934830342688649,Chennai,7.5
Third Party insurance,Petrol,1198 cc,2012.0,Petrol,Hatchback,67091.0,Manual,2,Honda,Honda Brio,14.0,Red,4.0,PGM - Fi,No,3610.0,1680.0,1500.0,2345.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,175.0,19.4,SOHC,No,4.5,Chennai,3.17
Third Party insurance,Petrol,1451 cc,2020.0,Petrol,SUV,72787.0,Manual,1,MG,MG Hector,17.0,Maroon,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,15.81,Unknown,Unknown,13.900958253913913,Chennai,15.6
Third Party insurance,Diesel,2198 cc,2017.0,Diesel,SUV,120000.0,Manual,2,Ford,Ford Endeavour,18.0,Others,4.0,TDCi,Yes,4892.0,1860.0,1837.0,2850.0,6 Speed,4WD,7.0,Power,"tubeless,radial",5.0,473.6525385098503,13.5,DOHC,No,17.5262883581589,Chennai,19.0
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,90142.0,Manual,1,Hyundai,Hyundai Grand i10,15.0,Red,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Chennai,5.22
Third Party insurance,Petrol,1197 cc,2015.0,Petrol,Hatchback,150000.0,Manual,1,Hyundai,Hyundai i20,16.0,Others,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,5.0
Comprehensive,Petrol,1194 cc,2018.0,Petrol,Hatchback,33256.0,Manual,1,Ford,Ford Freestyle,15.0,Red,3.0,MPFI,No,3954.0,1737.0,1570.0,2490.0,5-Speed,FWD,5.0,Power,tubeless,5.0,257.0,19.0,DOHC,No,5.0,Chennai,6.27
Comprehensive,Petrol,1197 cc,2018.0,Petrol,Hatchback,70027.0,Automatic,1,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,CVT,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,6.87
Third Party insurance,Diesel,1991 cc,2007.0,Diesel,Sedan,120000.0,Manual,3,Hyundai,Hyundai Sonata,16.0,White,4.0,CRDI,No,4800.0,1832.0,1485.0,2730.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,560.0,13.6,DOHC,No,5.46,Chennai,2.05
Third Party insurance,Petrol,1199 cc,2015.0,Petrol,Hatchback,60000.0,Manual,2,Volkswagen,Volkswagen Polo,15.0,Others,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Chennai,5.25
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Hatchback,73686.0,Manual,1,Maruti,Maruti Swift,16.0,Grey,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Chennai,6.2
Comprehensive,Diesel,1493 cc,2018.0,Diesel,SUV,44000.0,Manual,2,Mahindra,Mahindra TUV 300,15.0,Red,3.0,CRDi,Yes,3995.0,1835.0,1826.0,2680.0,5 Speed,RWD,7.0,Power,"tubeless, radial",5.0,384.0,18.49,Unknown,No,5.35,Chennai,8.25
Comprehensive,Petrol,1197 cc,2015.0,Petrol,Hatchback,75581.0,Manual,1,Maruti,Maruti Swift,16.0,White,4.0,MPFi,No,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Electric,tubeless,5.0,268.0,21.21,DOHC,No,4.8,Chennai,5.3
Comprehensive,Diesel,2143 cc,2015.0,Diesel,SUV,58000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,18.0,Blue,4.0,CRDi,Yes,4817.0,2141.0,1762.0,2915.0,7 Speed,AWD,5.0,Power,"tubeless,radial",5.0,690.0,15.26,DOHC,No,5.9,Chennai,36.0
Comprehensive,Diesel,1968 cc,2015.0,Diesel,Sedan,50000.0,Automatic,2,Audi,Audi A3,17.0,P Black,4.0,CRDi,Yes,4456.0,1960.0,1416.0,2637.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,425.0,20.38,DOHC,No,5.35,Chennai,19.5
Third Party insurance,Diesel,1493 cc,2015.0,Diesel,SUV,100000.0,Manual,1,Mahindra,Mahindra TUV 300,15.0,Others,3.0,CRDi,Yes,3995.0,1835.0,1826.0,2680.0,5 Speed,RWD,7.0,Power,"tubeless, radial",5.0,384.0,18.49,Unknown,No,5.35,Chennai,6.5
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Sedan,108902.0,Manual,1,Maruti,Maruti Ciaz,16.0,White,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,28.09,DOHC,No,5.4,Chennai,6.5
Comprehensive,Diesel,1498 cc,2016.0,Diesel,Sedan,100425.0,Manual,1,Volkswagen,Volkswagen Ameo,15.0,Silver,4.0,CRDI,Yes,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,21.66,DOHC,No,4.46092099896498,Chennai,5.7
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Sedan,70887.0,Manual,2,Hyundai,Hyundai Xcent,15.0,Silver,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,5 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,19.1,DOHC,No,4.7,Chennai,4.58
Comprehensive,Petrol,1497 cc,2016.0,Petrol,Sedan,114981.0,Manual,2,Honda,Honda City,15.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Chennai,5.77
Comprehensive,Petrol,1199 cc,2018.0,Petrol,SUV,45000.0,Manual,1,Honda,Honda WR-V,16.0,White,4.0,MPFi,No,3999.0,1734.0,1601.0,2555.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,363.0,17.5,SOHC,No,5.3,Chennai,9.0
Comprehensive,Petrol,1197 cc,2021.0,Petrol,Hatchback,45416.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,14.0,White,4.0,Unknown,No,3805.0,1680.0,1520.0,2450.0,5-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,300.8603119300095,20.7,DOHC,Unknown,2.714684156229616,Chennai,6.49
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Hatchback,119468.0,Manual,1,Hyundai,Hyundai i20,16.0,Silver,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,5.49
Third Party insurance,Diesel,1498 cc,2015.0,Diesel,Sedan,100000.0,Automatic,3,Volkswagen,Volkswagen Vento,15.0,Others,4.0,Direct Injection,Yes,4384.0,1699.0,1466.0,2552.0,7 Speed DSG,FWD,5.0,Power,"tubeless,radial",4.0,454.0,21.21,DOHC,No,5.4,Chennai,6.5
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,119975.0,Manual,1,Maruti,Maruti Swift Dzire,16.0,Red,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Chennai,5.14
Comprehensive,Petrol,1998 cc,2017.0,Petrol,Sedan,19000.0,Automatic,1,BMW,BMW 3 Series,18.0,White,4.0,Direct Injection,Yes,4824.0,1811.0,1429.0,2810.0,8 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,15.34,DOHC,No,5.5,Chennai,39.0
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,64906.0,Manual,2,Hyundai,Hyundai Grand i10,15.0,Silver,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Chennai,4.56
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,81484.0,Manual,2,Maruti,Maruti Baleno,16.0,Red,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,5.02
Comprehensive,Petrol,1197 cc,2018.0,Petrol,Sedan,45067.0,Manual,1,Maruti,Maruti Swift Dzire,16.0,Blue,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,21.21,DOHC,No,4.8,Chennai,6.85
Third Party insurance,Petrol,4663 cc,2018.0,Petrol,Sedan,68000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,19.0,Blue,8.0,Direct Injection,Yes,5453.0,2130.0,1498.0,3365.0,9 Speed,RWD,4.0,Power,"tubeless,radial",4.0,500.0,7.81,DOHC,No,6.45,Chennai,110.00000000000001
Comprehensive,Petrol,1199 cc,2016.0,Petrol,Hatchback,65768.0,Manual,1,Honda,Honda Jazz,16.0,Brown,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Chennai,5.8
